review_id,stars,text,food,ambience,service,price
D_UvaenM25iNd6aehTZ0MA,5,"Great food, great service. Obviously fried chicken isn't the healthiest food on earth, but once a month I get that craving for good fried chicken. Their chicken is great, doesn't seem too fatty, and their sides are excellent too. A+",1,0,1,0
qm97yMwREr7BKkexlwLFbg,5,their pettuccine was fresh-made in the morning. it was very delicate and yummy! the owner and staffs are super kind and delightful. We also had Veal piccata. it was classic! love this restaurant.,1,0,1,0
1daGBpea0sleayFeeXuoYw,1,"if i can give this place no stars i would, i only had their hot pot though, so im not a good judge for anything besides their shabu. i must say, quantity was small, price is expensive for the quality and quantity, and the taste of the soup base is bland as if they just put hot water in. the sauce selection is limited and not very fresh/clean from my perspective. i love hot pot and i would never go back again because home made hot pot can be much better than this place without even trying. anyways, if you have a good appetite for hot pot, you can do yourself a favor and skip this place because it can make you miserable!",1,0,0,1
0AsmPiAQduxh5jE_si8cLA,5,"ended up here because Raku was closed and it received great ratings on Yelp.I'm so glad I came here.One of the better meals I've had.Started off with the mushroom dish and the lettuce wrap.both were amazing. the lettuce wrap is like having a flavor party in your mouth.also had the panang duck which was terrific. highly recommend all three dishes. one dish that wasn't so good was the seabass with drunken noodles. overall it was an excellent meal, intimate setting, and great service. definitely will be back.",1,1,1,0
CelUWzp-GnJIiiV1mDUb-g,1,"Love this place downtown but the Scottsdale location has no manners. Sat at bar for 10 min while bartender ignored us. No menu, no water. We walked out and they could have cared less.",0,0,1,0
hUUfzKeDLo930LA9-v2tWQ,5,Best chinese resto. Highly recommended. 5 stars. Let us support this business. Best in the west valley. Trust me you wont gi wrong coming to this place,1,0,0,0
E6B-2U2sGG3xgmnNWZAEew,1,"Came here on a Thursday night at 6:30 p.m. My friends and I had a reservation, but it was not needed - the place was almost empty.
 
 SERVICE: Extremely Poor
 
 While I enjoyed the company of my friends, I would not come back to this restaurant, primarily because of the poor service. Once we were all seated, we were not greeted by anyone for over half an hour, and when someone did come by, we asked whether we could place our orders, to which he said he could not; he's doing something else - so we waited at least another 15 minutes before someone came to finally take our orders.
 
 MAIN: Caprese Salad
 
 The salad was okay - a bit salty for my liking. I personally did not find this dish filling, so I ordered the sweet potato fries as well (See below).
 
 MAIN: Sweet Potato Fries (this was worth it)
 
 These fries were actually very delicious - crispy on the outside and soft on the inside. If you visit this restaurant, I would recommend this particular dish, especially given the price ($8) and the portion size (it was quite large - almost the size of a large plate).",1,0,1,1
wOv7JiO0EGcJ61P2JcDS1g,2,"Went here last weekend and was pretty disappointed. They did not have one thing that was pictured and recommended on yelp as being good. We started off with the steak grilled skewers which were just Ok, nothing special. My freind got the lasagna and I got some special chicken dish. They were both pretty bland and lacking that kick. Our waitress was really nice and got the manger to switch out our dishes. My freind got the hamburger and I got the shrimp scampi. Her hamburger was better then the lasagna but was still lacking flavor. My scampi was better then the chicken but was also still under seasoned and the noodles were a bit under cooked. With such a big name attached to this restaurant and going on such an empty stomach we had such high hopes. The service was great which is why i gave it three stars.",1,0,1,0
RLbWoIri29BcQ8yjzsvQLQ,5,"This place epitomizes the rumored transformation that is in the process of taking place in Pittsburgh. Great food, drinks, and service, but the atmosphere is second to none. Definitely a must visit for locals and visitors alike! You will not feel like you're in ""Pittsburgh"".",1,1,1,0
JIC8qNMbcAPAzQMPrtsTJw,4,Dinner Was Fantastic! Service was great We started with the corn soup and the tuna tartare. We shared the Filet and Scallops. Both delicious entrees! We didn't realize the steak came with potatoes and ordered two sides Mac and cheese and shishito peppers. I thought the peppers were really hot but I'm a whimp I guess! We will definitely come back,1,0,1,0
eed44nI0eZ4BGKtKXsRJhQ,1,"Met a friend for dinner there tonight. The server only brought us one menu. After she brought us a couple of Cokes she didn't come to our table for 20 mins. After trying to get her attention a few times when she walked by we decided to just order off the bartender. We received the starters and the mains at the same time. The wings, brisket, and mac and cheese were alright at best. At this point we hadn't seen the server since she brought the food, so we had to go to the bar for more napkins and refills on the Cokes. The most we actually saw our server was when she hovered over us as we put the tip into the handheld credit card terminal.
 
 Food was somewhere between okay and decent. Service was somewhere between piss poor and terrible.",1,0,1,0
UoFxqWXBluvS4Q32spb8Lg,4,"Another solid BBQ place in Calgary. This is definitely a great place to go if you are craving something smokey and delicious.
 
 I actually noticed this place because I wandered by when I was walking downtown and it's impossible to miss that lovely smokey/BBQ smell if you're on the block. However, it looks kind of like a hole in the wall. The entrance doesn't look like it's been updated in years, and that's ok because it just adds character. The entire decor is wood/country (to include buffalo head on the wall) and there is also a downstairs where there is live music on the weekends.
 
 Ok onto the food. I have been here a couple of times now, so I think I can comment on the menu pretty well. My friends and I have ordered the brisket, the catfish, the veggie burger, the mac n cheese, the cesar salad, the chili, and the garlic fries. If I had to review this place based on the delicious and garliciness of their fries, this would be a 5-star review hands down. I mean, seriously, vampires beware, but everyone else should enjoy a-plenty.
 
 The portion sizes are huge, so go hungry or be prepared for a to-go box (granted every time I've gone I have loved the food so much that I ate the entire meal.)
 
 I bet at this point in time you are wondering why I am only giving this place 4 stars then? Well, not everything is as amazing as those garlic fries. The bourbon apples are fairly tasteless, the chili is ok (the meat was very tough), and the service is also just ok. However, the catfish is delightful, the mac and cheese is also delicious, and the brisket is quality.
 
 The specialty cocktails are also pretty good, and the beer prices are pretty decent. This is a great place to go for a long lunch, after dinner drink, or even a weekend brunch. There are vegetarian options on the menu (if you can ignore the buffalo head on the wall) and I believe even a few gluten-free options as well. It's a fairly good place to go with a large group, just make sure to call ahead.
 
 All in all, like I said earlier, a great place for good times and smokey flavor.",1,1,0,0
j3vP8537KHvoXNHQIr3haA,5,"Party of 3 ordered the fish tacos, pork belly banh mi, corn beef hash Benedict, and bam ham. Everything was delicious, esp the pork belly banh mi. It's tender and juicy and the baguette was nicely toasted. Love the crispy fish taco too. Their compliment chips and salsa were fresh and super good and crispy. Service was excellent. Our waitress did a great job checking up on us and serving us. I really want other food options too but I'm too full. Next time i visit i will definitely come back.",1,0,1,0
f0B9-r14-bLudyu5S7aLhw,1,We had dinner at the Bellagio Buffet last night. The service was OK. Our server was great but kind of forgot about us towards the end of our visit. The food was cold. The only good thing there was the crab legs because they're suppose to be cold and the tacos because it was freshly made. The food was under a single lamp that didn't heat the food at all. We let the server know that the food was cold and he told the manager that was in charge. All she did was come over to ask what the problem was and said she was going to talk to the chief. Have no idea what actually happened though because we didn't see her after that. Half the buffet was closed as well so there wasn't that many options. I must say i rather go to the Rio buffet. For a high end casino this was a horrible experience.,1,0,1,0
9cW1B-T6M3ER3_rH_36h9Q,5,"I really enjoyed my visit here.
 Everything was visually appealing to me.
 Ambiance was great. Food tasted amazing. Service was . No complaints at all",1,1,1,0
vzMkIQm34QWBCYaHdV-2mQ,5,Flat out fantastic!Have been here twice and the croissants are the bomb. Can't wait until I can try other items. THE new breakfast spot in Ahwahtukee. The service is great as well. Family run business. Come and support them.,1,0,1,0
0NRNA8qIq9nKw5FcwyOxcQ,4,Very nice eating environment and the food are quite nice. Very native Japanese style.,1,1,0,0
u1jQX0KfnG3AHty4ifEpFA,4,"notes: 1 visit, breakfast/lunch
 overall: Excellent high-end buffet, but the dessert section needs a little work.
 
 highlights:
 - Dip the foccacia pizza in some chimichurri sauce, and it's the best pizza you'll have ever had.
 - Prime rib is excellent
 - I hate crab legs in general, but everyone else says they were great here, really fresh.
 - Cookies!You must try their cookies.I got so lucky and grabbed some white chocolate macadamia cookies when they were still warm.Crispy on the sides and chewy and mouth-wateringly good.I mean, I was stuffed beyond belief, but I couldn't stop eating it!
 - If you get in during breakfast time, do try the Portuguese sausage.It's the only breakfast food really worth it.
 
 Avoid:
 - Gelato bar looks good, but the texture was more like the soft serve at Dairy Queen. (which I HATE) So disappointed.
 - Shrimp pad thai was served ice cold.So gross.",1,0,0,0
-QxhbVQrcnVWGiua9r44JA,5,"Such a unique place & a great find. Our waitress was funny, knowledgable, and did a fantastic job. The food was amazing. We will definitely return and recommend this restaurant to other couples!",1,0,1,0
bvEdkl-weZGMLLRF9e0-ew,5,"Best Wonton soup ever!!! Delicious food and great service. We had Chicken Satay, Roti C., Wonton soup, and one of the fried noodle and shrimp dishes. Definitely will be back!",1,0,1,0
7Jy730ib54YKYgZRvcBNJg,4,"We had dinner here and the food was excellent and the service couldn't have been better!
 Thanks Jose!
 We will be back for sure.",1,0,1,0
SWiEJZUJM6rUDJFwbWB6OA,5,Absolutely love this place! I've been here many times and it never fails to impress methe bff burger is unreal and the tsoynamis and cupcakes are amazing!! Everything is pretty much the best,1,0,0,0
vAckaF8n0KKJeqHOnb1ayw,4,"Here's why I don't write reviews for Chinese restaurants: I have to look up their English names...
 
 It's so popular that I didn't try it until recently. The bubble tea here is really good. It's pricier than the one in Rose tea, but you also get more.
 I like that noodles with pork sauce. I've tried both the thin and wide/thick noodles. The wide one is less chewy and are kind of sticky. I prefer the thin one for this dish.
 Dan dan noodles are different from what I was expecting. My friend liked it but it's just okay for me.
 The noodle with wonton is flavorless to me.
 The soup dumplings are good but not amazing. If you've never had it before, give it a try and you probably will like it.
 I'd like to try noodles with beef soup next time.
 
 The appetizers are too pricy in my opinion. I won't pay $6 for a small plate of vegetables again...
 
 The owner is a nice guy and I enjoyed chatting with him a little bit during dinners.",1,0,1,1
VqZMgUf4wQMTeCWg2M_e8Q,3,"We went here Saturday for dinner. We had a 2-1 coupon. Price was $37 for two people so a good deal.
 
 Very large space, open layout.Been here a few times years ago. I ate mostly the crab legs. Prime rib.
 
 They provide a self serve drink area, which I think is good.You don't have to flag down a staff to get a drink when you want one. We've all been in that situation.
 
 Unlimited alcohol, wines and beer. They have a bar area with one bartender working and a bunch of tv's to watch or get updates on games.
 
 I wouldn't go out of my way, but if I was in Mirage and hungry, I'd eat there if we had another 2-1 coupon. I wouldn't spend full retail price eating there. Other buffets on the strip are better for same price points.",1,1,0,1
IRwIFWgjJiMSBBucewhHDg,3,"In need of a burger, this was the closest location from work that wasn't your typical fast food joint.
 
 I always like to chose a signature burger so I opted for the Spicy Cajun Burger and combo'd it up with there Beer Battered Rings and a Jones Strawberry-LimeSoda.
 
 Its a small location with an even smaller patio ( maybe 8 bar stools on a cramped balcony) that looks onto Charles Street. But definitely sit outside if you can grab a seat. Luckily the patio was vacant that late afternoon.
 
 Toppings - They Spicy Cajun Burger - Avocado, jalapeños, lettuce,
 Jalapeño havarti, tomatoes, Cajun spice & Smokey chipotle & honey mayo. There was ample toppings on the burger, I enjoyed the avocado on my burger, overall not too spicy but good kick from the sliced jalapeños.
 
 Meat - Grilled perfectly, tasted average, but I found it too small compared to the bun.
 
 Bun - Very soft, tasted good, but didn't hold up against the burger and all the toppings and at the end I was left with lots of bun and no more burger.
 
 Beer Battered Onion Rings - Very thick batter on these rings, golden brown, crunchy, very filling.
 
 Drink -Jones Strawberry-Lime Soda - Yummy not sour but good balance,
 
 Overall prompt friendly service, quaint little patio, average burger but good for a quick fix in satisfying the burger craving.",1,1,1,0
HYBzY7zN_YBHtQu6qkD3Ng,5,"Easily entering my top 3 restaurants in Charlotte after just one visit!
 
 Pork Belly, unreal! Had an AMAZING prime NY Strip with bourbon butter jam, PHENOMENAL!",1,0,0,0
E4LqIZ7DJd_R4ZHSNKx4RQ,4,"So good! They didn't make it to 5 stars due to the prices are a bit high for the amount of food and the location is a bit unsavory.
 The decor and atmosphere was surprisingly nice, from the outside I expected to be more run down inside. The staff was very nice. We were surprised how empty the dining room was for a Friday evening.
 We got Vegetable Samosas to start then ordered Chicken Tikka Masala, Lamb Rogan Josh, rice and plain Naan. Our only complaint was the lamb could've been more tender but everything was flavorful and delicious.
 I would definitely go again if given the chance.",1,1,1,1
CvJy7CdHJqsZNq22fUF7hA,2,Employees were to busy chatting with each other. One employee had his head out thedrive thru window talking to people the entire time I was there. The cook come from outside and made my food. Did he was hands before making my food???,0,0,1,0
ASZha3MiQJghtt3n5OGIsA,4,"This random hole in the wall is located in the Park Rd. shopping center.I had never heard of it until that fateful St. Patricks day when another beer was in order.After making my way there and enjoying the patio, I decided the food was my next venture.
 
 After my second, alcohol only, visit, I was excited to taste what vegetarian options they had.I had the grilled cheese with spicy asparagus and portobello.Let me tell you...grilled cheese is amazing, add a few interesting touches, it becomes addicting.I was very happy with my sandwich.Also, they have a very tasty appetizer of Goat Cheese Fritters with a red wine sauce.Goat Cheese is one of my favorites and frying anything makes it better. I was in love.
 Ther service is great and they can accomadate large groups, the few times I've been has been with 7-20 people.Great staff, awesome menu choices, I'll be going back",1,1,1,0
XAm4_-lUxzF_Y449cWMHLQ,1,"Th service here is very hit or miss... Sometimes the staff is personable and attentive. Other times I ask myself, ""Why do I come here???"" The staff often has the""GTFOH"" stamp placed permanently across their foreheads, and we as patrons just have to go with it, otherwise we are deemed ""that guy.""I would say that my continuos visits were for the great HH, but there are several other options close to home, with the same food and drink options for me to choose from. I think today may be last visit...",1,0,1,0
dcKpWjwqKl0ImVKEru6Q1A,4,Great cocktails and very good food.Overall first class restaurant.,1,0,0,0
36xxeOr4m4UlRf9FM1HzdA,1,"I took my wife out for a Birthday dinner with my daughter on 12-16-14at Alfonsos.I heard the food was good and it was and my waitress ( Dawn ) was also good ( even with it being very busy ). The problem I have is some of the waitress staff are rude. I had a gift card/ certificate to pay for dinner. After a few minutes, a big blond waitress came over and said( in a loud and rude tone ) I couldn't use it cause I needed to spend $100.00 in order to get $50.00 off. She then insulted me by saying (so the tables around me could hear ) couldn't I read the fine print telling me of requirements to use gift card. I showed her the certificate and the fine print was not legible She told me, sorry that's not our fault it's yours and she walked away. I am having second thoughts about going back to use gift card. I may give it away or toss it out.",1,0,1,1
4PKiLkFTff9HK44QkOo6vA,4,"Heard about this place and was dying to check it put-and I'm very glad I did! Decent beer selection and kind of a hipster vibe, but $8 for a loaded hot dog and tater tots has got to be one of the best deals in town. Tons of unique toppings to pick from and delicious dipping sauces for tots (secret fry sauce was my fav). We were there early and had no problem getting a seat at the bar, but I can see how during prime time or when live music is on how it could be kind of tight. If you're going for the food is get there earlyu because that loaded dog would have been super hard to eat while standing.",1,1,0,1
QSe9EqmiImbguDVIraX_rg,4,received amailer and thought okay let's go. walked in on a Monday afternoon greeted by a bartender wearing a cutet shirt that said the bar and below that the baby. how cute however never got her name. looked over menu asked what was good she said the club. so ordered it andyes it is good. had a beer a club on white toast served with fries and watched sport center. really felt at ease there and good music playing. will go back again.,1,1,1,0
x4FUjCh_QOOL4LEQQQM-6A,4,Met an old close friend for dinner at Portofino.Great intimate dinning with class. Excellent pasta and meat dishes. Delightful service and great drinks. Will come back!,1,1,1,0
LrO2MkIWIjAoOeS5WImnrQ,5,"Yum!! Had the kale grits and would definitely have those again! Menu choices are unique, farm fresh and delicious!",1,0,0,0
VeJppsRLTWRKh4PkmcOzag,4,"ooooooh yummy.i'm a red meat eating midwestern girl, and 9 had the best steak i can remember having in....who knows how long, it was DAMN GOOD.the mac and cheese is a tasty, tasty side.try the snicker dessert...it's basically two cookie/ice cream sanwiches with bits of snickers.the s'mores my sister got were super fun too.only complaint is that it was really loud and waaaaaaay too many annoying veil-toting bachelorette parties for my taste.but hey, it is the palms.",1,1,0,0
p9U8-Bj9tFBqHa-wgaDKJg,1,"Dreadful Service
 
 I've had Jimmy John's before several years ago in Minneapolis.. But apparently here in Phoenix, the store personnel must be trained differently. I had to take my sandwich back up to the counter twice to get the thick headed folks working at the one on Camelback at about 16th to get my sandwich the way I wanted it.
 
 I asked for a #10 Hunter's Club with all the veggies. What I got was the standard #10 Hunters Club with lettuce and tomatoes.
 
 After seeing that, I took it back up to the counter, and explained that I wanted all the veggies. They explained to me that those were all the veggies the sandwich came with. I carefully explained that I wanted all of the veggies that they have. The guy said, oh, you want the Freebies. I would have thought he would have clarified when I ordered whether I just wanted everything that came on the sandwich, or the Freebies as well. I said yes, I wanted all of the Freebie Veggies.
 
 I took my revised sandwich and sat down to eat it, only to find that along with the veggies I had requested, they had piled on Italian vinaigrette and Dijon mustard, which I did NOT want.",1,0,1,0
dS5ERxmIP-CQ_ZV_q_xc0A,5,"These burgers are phenomenal! The Galley Boy just melts in your mouth, and paired with the potato teasers and a milkshake it is like heaven on Earth.",1,0,0,0
m2H0m3pDUNmkXZP4K8c_oA,2,"#1 it should be advertised as a vegetarian dinner. For the price we paid, I really would have liked a nice cut of meat.
 #2. Way over priced. Dinner for 2 with (2) blue moon beers and (1) $10 glass of wine... $165+tip. We tipped over 25% because our server was great and the experience of eating in the Dark was a pretty interesting experience.
 #3. The food was Meh... I would have been okay with everything else if the food was outstanding. It really wasn't... I probably ate 3 bites of my dinner entree just to taste what the different Ingredients were... It was far from savory and could have used even a pasta or something. A couple of dry (what tasted like hush puppies)?? I would have been impressed a little if when I told the server that I didn't enjoy it if he would have offered to try one of the others, but I didn't make a big deal because like I said before he was really nice. The dessert was literally the only saving grace.
 All in all I gave a 2 star... (server and experience in the dark)... I just have to be honest incase others go in expecting a non-vegetarian meal... Be ready for a $200 vegetarian dinner!!!!
 *** also if they don't like your review on their Facebook page they will block you from commenting on other people talking crap about you, they can not handle the truth and allow others to put you down ***",1,0,1,1
JYdhCDyR6lYfN2qnSspLlQ,5,"First off food is DELICIOUS! By far my favorite restaurant in downtown Phoenix. I have tried so many different things from the menu and it never disappoints, but the Saturday night special Prime Rib and Horseradish Dauphinoise Potato is my favorite. Second, the service is amazing. Ian is my favorite waiter, will request him every time! He is so personable with a good sense of humor! He constantly is checking up to make sure everything is good (but not too much). He made the experience at the Arrogant Butcher memorable!",1,0,1,0
29S2A-Q8Vt4a-Z6St1dcWw,4,"Wonderful experience. We sat outside on the patio and watched the Food Channel and listened to music while going over the menu and having a great conversation with out out-of-country guests. The patio is a good place for kids because the patio can drown out even the loudest child.If you have a need for food with a great bite to it, this is the spot. We only waited 20 minutes for a table for 8 at the peak dinner hour of 7-8. Our server was quick to greet us and get our drinks to our table. We ordered the sashimi wonton tacos and sausage cheese dip with pretzels wrapped with pepperoni. Tuna was fresh. Wontons not greasy. Wasabi sauce with enough zing but not enough to over power the tuna. Pretzels and cheese dip was nice and hot. Pretzels sprinkled with parmesan cheese and crisp.Entree's were big enough to serve two people! Beef brisket, beef short ribs, pork ribs, Caesar salad, bacon cheese burger all packed with flavor. Caesar salad comes with a huge garlic crouton, which my daughter cut up and we used it to finish up the sausage cheese dip! Caesar dressing was fresh. Corn bread and macaroni & cheese sides tasty. Ordered the cheesecake for dessert. It was large enough for our party of 8 and we left some of it there. Asked our server to put the pretzels, fudge sauce and potato chips on the side instead of on top, which they did. If your stomach is sensitive, you may want to ask for the various sauces on the side because this isn't a place to miss. It's not that the food is spicy, it does the dance of the happy on your tongue and in your tummy. For some people, it may be too much but for me, this is a good thing!",1,1,1,0
